"EAN or ISBN";"name of the product";"product page URL";"internal reference";"product category";"current price";"crossed price";"big image";"description";"manufacturer reference";"condition";"brand";"ecotaxe";"product availability";"shipping costs";"warranty";"discount indicator";"stock indicator";"Taille";"performance indicator";"ID_Parent";"Genre";"Color";"name";"URL"
"0198720244405";"SALOMON S/lab Sense 6 Set Rouge / Orange XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304731887V4";"K120067V030";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"143.9";"179.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--iKBvElx_--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120067/views/k120067_s-lab-sense-6-set_lc2855300_01";"Le  S/LAB SENSE 6 est un gilet d&#039;hydratation de la marque Salomon.Ultraconfortable et minimaliste, ce modèle offre une capacité de rangement intelligent pour les distances allant jusqu&#039;à 100km. Doté d&#039;un accès rapide et facile à l&#039;hydratation et aux multiples solutions de rangement, il assure un confort maximal avec sa matière stretch et ses coutures minimalistes. Sa construction harnais et sa conception SensiFit™ permettent un bon maintien et épousent le buste tout en équilibrant le poids.Sa composition est garantie sans PFC.";"LC2855300";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-s-lab-sense-6-set-p-K120067";"K120067";"Mixte";"Rouge / Orange";"SALOMON S/LAB SENSE 6 SET";"https://www.ekosport.fr/salomon-s-lab-sense-6-set-p-K120067?tai=K120067V030"
"0198720243590";"SALOMON Adv Skin 12 W Grad Set - Gris - taille XS 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750781V4";"K120068V010";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"112.9";"159.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--z93tN5qe--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120068/views/k120068_adv-skin-12-w-grad-set_lc2856300_01";"Pensé pour vous accompagner lors de vos sorties longues et très longues de course à pied et de trail, l&#039;ADV SKIN 12 W SET de chez Salomon est un gilet d&#039;hydratation pour femme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses nombreuses poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux ULTRA flasks de 500 ml incluses.Avec l&#039;ADV SKIN 12 W SET de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2856300";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XS";"https://www.ekosport.fr/salomon-adv-skin-12-w-grad-set-p-K120068";"K120068";"Femme";"Gris";"SALOMON ADV SKIN 12 W GRAD SET";"https://www.ekosport.fr/salomon-adv-skin-12-w-grad-set-p-K120068?tai=K120068V010"
"0198720243613";"SALOMON Adv Skin 12 W Grad Set - Gris - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304817020V4";"K120068V025";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"112.9";"159.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--z93tN5qe--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120068/views/k120068_adv-skin-12-w-grad-set_lc2856300_01";"Pensé pour vous accompagner lors de vos sorties longues et très longues de course à pied et de trail, l&#039;ADV SKIN 12 W SET de chez Salomon est un gilet d&#039;hydratation pour femme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses nombreuses poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux ULTRA flasks de 500 ml incluses.Avec l&#039;ADV SKIN 12 W SET de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2856300";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-adv-skin-12-w-grad-set-p-K120068";"K120068";"Femme";"Gris";"SALOMON ADV SKIN 12 W GRAD SET";"https://www.ekosport.fr/salomon-adv-skin-12-w-grad-set-p-K120068?tai=K120068V025"
"0198720244634";"SALOMON Cross 12 Gris / Noir Unique 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750785V4";"K120071V005";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"55.9";"79.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--pHdVfCxe--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120071/views/k120071_cross-12_lc2856900_01";"Le sac à dos de trail running CROSS 12 de Salomon est un modèle spécifiquement étudié pour la pratique de la course à pieds en pleine nature. Il vous permet également d’emporter vous accessoires indispensables quand vous pratiquez le VTT ou d’autres activités sportives outdoor.Sa conception légère et ergonomique permet de gagner en confort et offre beaucoup de stabilité dans tous vos mouvements. Les bretelles reçoivent deux poches permettant chacune le stockage d’une bouteille Soft Flask de 500 ml et un compartiment interne peut accueillir une poche d’hydratation de 1,5 litre.Le volume global de 12 litres est judicieux pour des sorties courtes ou à la journée et les poches zippées sécurisées vous permettent de stocker vos affaires tout en les gardant accessibles rapidement.";"LC2856900";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"Unique";"https://www.ekosport.fr/salomon-cross-12-p-K120071";"K120071";"Mixte";"Gris / Noir";"SALOMON CROSS 12";"https://www.ekosport.fr/salomon-cross-12-p-K120071?tai=K120071V005"
"0198720243675";"SALOMON Xt 25 Vert Unique 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304732852V4";"K120074V005";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"91.9";"129.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--VwnuM6Nc--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120074/views/k120074_xt-25_lc2857400_01";"Que ce soit pour la randonnée, le trail, le vélo ou les voyages, le XT 25 de Salomon est un sac à dos polyvalent pour les sorties rapides.Proposant un volume de 25 litres et de nombreuses fonctionnalités, ce modèle tient la cadence grâce à sa légèreté, sa fonctionnalité et son accès facile à l&#039;hydratation. Léger et résistant, il est fabriqué dans une matière douce et strech associée à un panneau dorsal matelassé et respirant pour laisser l&#039;humidité sécher. Pouvant accueillir une poche d&#039;hydratation, ce modèle ajoute d&#039;autres accessoires fonctionnels bien utiles pendant la course.De nombreuses fonctionnalités sont présentes afin de compléter la praticité de ce sac, comme de multiples poches, des boucles accroche-bâtons ou des bretelles et une sangle poitrine amovibles. ";"LC2857400";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"Unique";"https://www.ekosport.fr/salomon-xt-25-p-K120074";"K120074";"Mixte";"Vert";"SALOMON XT 25";"https://www.ekosport.fr/salomon-xt-25-p-K120074?tai=K120074V005"
"0198720244801";"SALOMON Xt 25 Bleu Unique 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304732853V4";"K120075V005";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"91.9";"129.900000";"https://res.cloudinary.com/ekoweb/image/upload/s---adkeJMt--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120075/views/k120075_xt-25_lc2857700_01";"Que ce soit pour la randonnée, le trail, le vélo ou les voyages, le XT 25 de Salomon est un sac à dos polyvalent pour les sorties rapides.Proposant un volume de 25 litres et de nombreuses fonctionnalités, ce modèle tient la cadence grâce à sa légèreté, sa fonctionnalité et son accès facile à l&#039;hydratation. Léger et résistant, il est fabriqué dans une matière douce et strech associée à un panneau dorsal matelassé et respirant pour laisser l&#039;humidité sécher. Pouvant accueillir une poche d&#039;hydratation, ce modèle ajoute d&#039;autres accessoires fonctionnels bien utiles pendant la course.De nombreuses fonctionnalités sont présentes afin de compléter la praticité de ce sac, comme de multiples poches, des boucles accroche-bâtons ou des bretelles et une sangle poitrine amovibles. ";"LC2857700";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"Unique";"https://www.ekosport.fr/salomon-xt-25-p-K120075";"K120075";"Mixte";"Bleu";"SALOMON XT 25";"https://www.ekosport.fr/salomon-xt-25-p-K120075?tai=K120075V005"
"0198720244085";"SALOMON Xt 15 Noir Unique 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304829202V4";"K120076V005";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"76.9";"109.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--QGu20reM--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120076/views/k120076_xt-15_lc2857900_01";"Que ce soit pour la randonnée, le trail, le vélo ou les voyages, le XT 15 de Salomon est un sac à dos polyvalent pour les sorties rapides.Proposant un volume de 15 litres et de nombreuses fonctionnalités, ce modèle tient la cadence grâce à sa légèreté, sa fonctionnalité et son accès facile à l&#039;hydratation. Léger et résistant, il est fabriqué dans une matière douce et strech associée à un panneau dorsal matelassé et respirant pour laisser l&#039;humidité sécher. Pouvant accueillir une poche d&#039;hydratation, ce modèle ajoute d&#039;autres accessoires fonctionnels bien utiles pendant la course.De nombreuses fonctionnalités sont présentes afin de compléter la praticité de ce sac, comme de multiples poches, des boucles accroche-bâtons ou des bretelles et une sangle poitrine amovibles. ";"LC2857900";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"Unique";"https://www.ekosport.fr/salomon-xt-15-p-K120076";"K120076";"Mixte";"Noir";"SALOMON XT 15";"https://www.ekosport.fr/salomon-xt-15-p-K120076?tai=K120076V005"
"0198720244498";"SALOMON Xt 10 Noir Unique 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304732856V4";"K120078V005";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"66.9";"94.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--v45bDqO1--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120078/views/k120078_xt-10_lc2858500_01";"Que ce soit pour la randonnée, le trail, le vélo ou les voyages, le XT 10 de Salomon est un sac à dos polyvalent pour les sorties rapides.Proposant un volume de 10 litres et de nombreuses fonctionnalités, ce modèle tient la cadence grâce à sa légèreté, sa fonctionnalité et son accès facile à l&#039;hydratation. Léger et résistant, il est fabriqué dans une matière douce et strech associée à un panneau dorsal matelassé et respirant pour laisser l&#039;humidité sécher. Pouvant accueillir une poche d&#039;hydratation, ce modèle ajoute d&#039;autres accessoires fonctionnels bien utiles pendant la course.De nombreuses fonctionnalités sont présentes afin de compléter la praticité de ce sac, comme de multiples poches, des boucles accroche-bâtons ou des bretelles et une sangle poitrine amovibles. ";"LC2858500";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"Unique";"https://www.ekosport.fr/salomon-xt-10-p-K120078";"K120078";"Mixte";"Noir";"SALOMON XT 10";"https://www.ekosport.fr/salomon-xt-10-p-K120078?tai=K120078V005"
"0198720244191";"SALOMON Xt 10 Vert Unique 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304732857V4";"K120079V005";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"66.9";"94.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--otA60kK_--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120079/views/k120079_xt-10_lc2858600_01";"Que ce soit pour la randonnée, le trail, le vélo ou les voyages, le XT 10 de Salomon est un sac à dos polyvalent pour les sorties rapides.Proposant un volume de 10 litres et de nombreuses fonctionnalités, ce modèle tient la cadence grâce à sa légèreté, sa fonctionnalité et son accès facile à l&#039;hydratation. Léger et résistant, il est fabriqué dans une matière douce et strech associée à un panneau dorsal matelassé et respirant pour laisser l&#039;humidité sécher. Pouvant accueillir une poche d&#039;hydratation, ce modèle ajoute d&#039;autres accessoires fonctionnels bien utiles pendant la course.De nombreuses fonctionnalités sont présentes afin de compléter la praticité de ce sac, comme de multiples poches, des boucles accroche-bâtons ou des bretelles et une sangle poitrine amovibles. ";"LC2858600";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"Unique";"https://www.ekosport.fr/salomon-xt-10-p-K120079";"K120079";"Mixte";"Vert";"SALOMON XT 10";"https://www.ekosport.fr/salomon-xt-10-p-K120079?tai=K120079V005"
"0198720243583";"SALOMON Active Skin 12 Set - Marron - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750788V4";"K120082V015";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"91.9";"129.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--3EsxqpX6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120082/views/k120082_active-skin-12-set_lc2862400_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 12 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 12 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862400";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082";"K120082";"Homme";"Marron";"SALOMON ACTIVE SKIN 12 SET";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082?tai=K120082V015"
"0198720243552";"SALOMON Active Skin 12 Set - Marron - taille M 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304751911V4";"K120082V020";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"91.9";"129.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--3EsxqpX6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120082/views/k120082_active-skin-12-set_lc2862400_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 12 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 12 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862400";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"M";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082";"K120082";"Homme";"Marron";"SALOMON ACTIVE SKIN 12 SET";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082?tai=K120082V020"
"0198720243545";"SALOMON Active Skin 12 Set - Marron - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304731889V4";"K120082V025";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"91.9";"129.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--3EsxqpX6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120082/views/k120082_active-skin-12-set_lc2862400_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 12 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 12 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862400";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082";"K120082";"Homme";"Marron";"SALOMON ACTIVE SKIN 12 SET";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082?tai=K120082V025"
"0198720243576";"SALOMON Active Skin 12 Set - Marron - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304731890V4";"K120082V030";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"91.9";"129.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--3EsxqpX6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120082/views/k120082_active-skin-12-set_lc2862400_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 12 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 12 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862400";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082";"K120082";"Homme";"Marron";"SALOMON ACTIVE SKIN 12 SET";"https://www.ekosport.fr/salomon-active-skin-12-set-p-K120082?tai=K120082V030"
"0198720243859";"SALOMON Active Skin 8 Set - Marron - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750789V4";"K120083V015";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"80.9";"114.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--THUIftJp--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120083/views/k120083_active-skin-8-set_lc2862500_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 8 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et le système d&#039;élastique viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 8 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 8 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862500";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083";"K120083";"Homme";"Marron";"SALOMON ACTIVE SKIN 8 SET";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083?tai=K120083V015"
"0198720243866";"SALOMON Active Skin 8 Set - Marron - taille M 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304751912V4";"K120083V020";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"80.9";"114.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--THUIftJp--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120083/views/k120083_active-skin-8-set_lc2862500_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 8 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et le système d&#039;élastique viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 8 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 8 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862500";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"M";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083";"K120083";"Homme";"Marron";"SALOMON ACTIVE SKIN 8 SET";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083?tai=K120083V020"
"0198720243880";"SALOMON Active Skin 8 Set - Marron - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750790V4";"K120083V025";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"80.9";"114.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--THUIftJp--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120083/views/k120083_active-skin-8-set_lc2862500_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 8 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et le système d&#039;élastique viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 8 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 8 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862500";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083";"K120083";"Homme";"Marron";"SALOMON ACTIVE SKIN 8 SET";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083?tai=K120083V025"
"0198720243873";"SALOMON Active Skin 8 Set - Marron - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304751913V4";"K120083V030";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"80.9";"114.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--THUIftJp--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120083/views/k120083_active-skin-8-set_lc2862500_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 8 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et le système d&#039;élastique viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 8 litres, ses multiples poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 8 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2862500";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083";"K120083";"Homme";"Marron";"SALOMON ACTIVE SKIN 8 SET";"https://www.ekosport.fr/salomon-active-skin-8-set-p-K120083?tai=K120083V030"
